42;Consume Trader // ID=0;Medications;IodineTincture;                                                        *;                   1000;                100;
44;Consume Trader // ID=0;Radioativos;NBCGlovesGray;                                                         *;                   3000;                300;
45;Consume Trader // ID=0;Radioativos;NBCBootsGray;                                                          *;                   3000;                300;
46;Consume Trader // ID=0;Radioativos;NBCPantsGray;                                                          *;                   3000;                300;
47;Consume Trader // ID=0;Radioativos;NBCJacketGray;                                                         *;                   3000;                300;
48;Consume Trader // ID=0;Radioativos;NBCHoodGray;                                                           *;                   3000;                300;
49;Consume Trader // ID=0;Radioativos;NBCGlovesYellow;                                                       *;                   3000;                300;
50;Consume Trader // ID=0;Radioativos;NBCBootsYellow;                                                        *;                   3000;                300;
51;Consume Trader // ID=0;Radioativos;NBCPantsYellow;                                                        *;                   3000;                300;
52;Consume Trader // ID=0;Radioativos;NBCJacketYellow;                                                       *;                   3000;                300;
53;Consume Trader // ID=0;Radioativos;NBCHoodYellow;                                                         *;                   3000;                300;
54;Consume Trader // ID=0;Radioativos;GP5GasMask;                                                            *;                   3000;                300;
55;Consume Trader // ID=0;Radioativos;GasMask_Filter;                                                        *;                   3000;                300;
58;Misc Trader // ID=1;Tools (small);Screwdriver;                                                           *;                   800;                 80;
59;Misc Trader // ID=1;Tools (small);Wrench;                                                                *;                   500;                 50;
60;Misc Trader // ID=1;Tools (small);SewingKit;                                                             *;                   500;                 50;
61;Misc Trader // ID=1;Tools (small);Pliers;                                                                *;                   800;                 80;
62;Misc Trader // ID=1;Tools (small);LeatherSewingKit;                                                      *;                   500;                 50;
63;Misc Trader // ID=1;Tools (small);Whetstone;                                                             *;                   100;                 10;
64;Misc Trader // ID=1;Tools (small);Hammer;                                                                *;                   1000;                100;
65;Misc Trader // ID=1;Tools (small);Hacksaw;                                                               *;                   1500;                150;
66;Misc Trader // ID=1;Tools (small);HandSaw;                                                               *;                   1500;                150;
67;Misc Trader // ID=1;Tools (small);WeaponCleaningKit;                                                     *;                   500;                 50;
68;Misc Trader // ID=1;Tools (small);KitchenKnife;                                                          *;                   200;                 20;
69;Misc Trader // ID=1;Tools (small);SteakKnife;                                                            *;                   150;                 15;
70;Misc Trader // ID=1;Tools (small);HuntingKnife;                                                          *;                   300;                 30;
71;Misc Trader // ID=1;Tools (small);CanOpener;                                                             *;                   100;                 10;
72;Misc Trader // ID=1;Tools (small);Compass;                                                               *;                   100;                 10;
73;Misc Trader // ID=1;Tools (small);OrienteeringCompass;                                                   *;                   100;                 10;
74;Misc Trader // ID=1;Tools (small);Hatchet;                                                               *;                   2000;               200;
75;Misc Trader // ID=1;Tools (small);CombatKnife;                                                           *;                   300;                 50;
76;Misc Trader // ID=1;Tools (small);Machete;                                                               *;                   500;                 50;
77;Misc Trader // ID=1;Tools (small);Lockpick;                                                              *;                   500;                 50;
78;Misc Trader // ID=1;Tools (small);Binoculars;                                                            *;                   500;                 50;
79;Misc Trader // ID=1;Tools (small);FishingRod;                                                            *;                   1000;                100;
81;Misc Trader // ID=1;Tools (big);LugWrench;                                                             *;                   500;                 -1;
82;Misc Trader // ID=1;Tools (big);Crowbar;                                                               *;                   800;                 -1;
83;Misc Trader // ID=1;Tools (big);Shovel;                                                                *;                   1500;                -1;
84;Misc Trader // ID=1;Tools (big);Pickaxe;                                                               *;                   1500;                -1;
85;Misc Trader // ID=1;Tools (big);SledgeHammer;                                                          *;                   -1;                  -1;
86;Misc Trader // ID=1;Tools (big);PipeWrench;                                                            W;                   300;                 -1;
87;Misc Trader // ID=1;Tools (big);WoodAxe;                                                               *;                   1500;                -1;
88;Misc Trader // ID=1;Tools (big);FirefighterAxe;                                                        *;                   1500;                -1;
90;Misc Trader // ID=1;Electronics;Battery9V;                                                             *;                   100;                 10;
91;Misc Trader // ID=1;Electronics;PersonalRadio;                                                         *;                   1000;                -1;
92;Misc Trader // ID=1;Electronics;Megaphone;                                                             *;                   100000;              500;
93;Misc Trader // ID=1;Electronics;ElectronicRepairKit;                                                   *;                   500;                 -1;
94;Misc Trader // ID=1;Electronics;CableReel;                                                             *;                   500;                 -1;
95;Misc Trader // ID=1;Electronics;BatteryCharger;                                                        *;                   500;                 -1;
96;Misc Trader // ID=1;Electronics;BaseRadio;                                                             *;                   1000;                -1;
97;Misc Trader // ID=1;Electronics;Rangefinder;                                                           *;                   500;                 -1;
98;Misc Trader // ID=1;Electronics;NVGoggles;                                                             *;                   1500;                -1;
99;Misc Trader // ID=1;Electronics;RFSolarPanelKit;		*;		7500;	 -1;
100;Misc Trader // ID=1;Electronics;Powerstrip;	*;		7500;	 -1;
102;Misc Trader // ID=1;Fire & Lights;Chemlight_Blue;                                                        *;                   200;                 -1;
103;Misc Trader // ID=1;Fire & Lights;Chemlight_Green;                                                       *;                   200;                 -1;
104;Misc Trader // ID=1;Fire & Lights;Chemlight_Red;                                                         *;                   200;                 -1;
105;Misc Trader // ID=1;Fire & Lights;Chemlight_White;                                                       *;                   200;                 -1;
106;Misc Trader // ID=1;Fire & Lights;Chemlight_Yellow;                                                      *;                   200;                 -1;
107;Misc Trader // ID=1;Fire & Lights;Roadflare;                                                             *;                   500;                 -1;
108;Misc Trader // ID=1;Fire & Lights;Matchbox;                                                              *;                   250;                 -1;
109;Misc Trader // ID=1;Fire & Lights;Flashlight;                                                            *;                   300;                 -1;
110;Misc Trader // ID=1;Fire & Lights;PortableGasLamp;                                                       *;                   250;                 -1;
111;Misc Trader // ID=1;Fire & Lights;PortableGasStove;                                                      *;                   300;                 -1;
112;Misc Trader // ID=1;Fire & Lights;Headtorch_Black;                                                       *;                   300;                 -1;
113;Misc Trader // ID=1;Fire & Lights;Headtorch_Grey;                                                        *;                   300;                 -1;
114;Misc Trader // ID=1;Fire & Lights;Spotlight;                                                             *;                   1000;                -1;
116;Misc Trader // ID=1;Cooking & Hunting Supplies;PurificationTablets;                                                   *;                   500;                 -1;
117;Misc Trader // ID=1;Cooking & Hunting Supplies;Pot;                                                                   *;                   1000;                -1;
118;Misc Trader // ID=1;Cooking & Hunting Supplies;Tripod;                                                                *;                   500;                 -1;
120;Misc Trader // ID=1;Hardware Supplies;Paper;                                                                 *;                   -1;                  10;
121;Misc Trader // ID=1;Hardware Supplies;Pen_Blue;                                                              *;                   50;                  -1;
122;Misc Trader // ID=1;Hardware Supplies;Rope;                                                                  *;                   1000;                80;
123;Misc Trader // ID=1;Hardware Supplies;TannedLeather;                                                         *;                   200;                 -1;
124;Misc Trader // ID=1;Hardware Supplies;AntiPestsSpray;                                                        *;                   500;                 -1;
125;Misc Trader // ID=1;Hardware Supplies;MetalWire;                                                             *;                   4600;                -1;
126;Misc Trader // ID=1;Hardware Supplies;EpoxyPutty;                                                            *;                   500;                 -1;
127;Misc Trader // ID=1;Hardware Supplies;DuctTape;                                                              *;                   800;                 -1;
128;Misc Trader // ID=1;Hardware Supplies;XmasLights;                                                            *;                   300;                 -1;
129;Misc Trader // ID=1;Hardware Supplies;HandcuffKeys;                                                          *;                   100;                 -1;
130;Misc Trader // ID=1;Hardware Supplies;Handcuffs;                                                             *;                   100;                 -1;
131;Misc Trader // ID=1;Hardware Supplies;Netting;                                                               1;                   10;                  -1;
132;Misc Trader // ID=1;Hardware Supplies;BurlapSack;                                                            *;                   100;                 -1;
133;Misc Trader // ID=1;Hardware Supplies;SmallProtectorCase;                                                    *;                   70;                  -1;
134;Misc Trader // ID=1;Hardware Supplies;AmmoBox;                                                               *;                   300;                 -1;
135;Misc Trader // ID=1;Hardware Supplies;SmallGasCanister;                                                      *;                   25;                  -1;
136;Misc Trader // ID=1;Hardware Supplies;MediumGasCanister;                                                     *;                   50;                  -1;
137;Misc Trader // ID=1;Hardware Supplies;LargeGasCanister;                                                      *;                   100;                 -1;
138;Misc Trader // ID=1;Hardware Supplies;CanisterGasoline;                                                      *;                   1000;                -1;
139;Misc Trader // ID=1;Hardware Supplies;NailBox;                                                               *;                   4500;                -1;
140;Misc Trader // ID=1;Hardware Supplies;BarbedWire;                                                            *;                   4600;                -1;
141;Misc Trader // ID=1;Hardware Supplies;Camonet;                                                               *;                   60;                  6;
142;Misc Trader // ID=1;Hardware Supplies;BarrelHoles_Blue;                                                      *;                   500;                 -1;
143;Misc Trader // ID=1;Hardware Supplies;BarrelHoles_Green;                                                     *;                   500;                 -1;
144;Misc Trader // ID=1;Hardware Supplies;BarrelHoles_Red;                                                       *;                   500;                 -1;
145;Misc Trader // ID=1;Hardware Supplies;BarrelHoles_Yellow;                                                    *;                   500;                 -1;
146;Misc Trader // ID=1;Hardware Supplies;Barrel_Blue;                                                           *;                   500;                250;
147;Misc Trader // ID=1;Hardware Supplies;Barrel_Green;                                                          *;                   500;                250;
148;Misc Trader // ID=1;Hardware Supplies;Barrel_Red;                                                            *;                   500;                250;
149;Misc Trader // ID=1;Hardware Supplies;Barrel_Yellow;                                                         *;                   500;                250;
150;Misc Trader // ID=1;Hardware Supplies;SeaChest;                                                              *;                   500;                 -1;
151;Misc Trader // ID=1;Hardware Supplies;PowerGenerator;                                                        *;                   1500;                -1;
153;Misc Trader // ID=1;Seeds & Lime;TomatoSeedsPack;                                                       *;                   50;                  -1;
154;Misc Trader // ID=1;Seeds & Lime;PepperSeedsPack;                                                       *;                   50;                  -1;
155;Misc Trader // ID=1;Seeds & Lime;ZucchiniSeedsPack;                                                     *;                   50;                  -1;
156;Misc Trader // ID=1;Seeds & Lime;PumpkinSeedsPack;                                                      *;                   50;                  -1;
157;Misc Trader // ID=1;Seeds & Lime;GardenLime;                                                            *;                   800;                 10;
159;Misc Trader // ID=1;Fluffy Pets <3;Bear_Beige;                                                            *;                   -1;                  10000;
160;Misc Trader // ID=1;Fluffy Pets <3;Bear_Dark;                                                             *;                   -1;                  10000;
161;Misc Trader // ID=1;Fluffy Pets <3;Bear_Pink;                                                             *;                   -1;                  10000;
162;Misc Trader // ID=1;Fluffy Pets <3;Bear_White;                                                            *;                   -1;                  10000;
164;Misc Trader // ID=1; Tendas;CarTent;                                                             	*;                  -1;                   800;
165;Misc Trader // ID=1; Tendas;LargeTent;                                                              *;                  -1;                   800;
166;Misc Trader // ID=1; Tendas;MediumTent;                                                             *;                  -1;                   800;
167;Misc Trader // ID=1; Tendas;MediumTent_Green;                                                       *;                  -1;                   800;
168;Misc Trader // ID=1; Tendas;MediumTent_Orange;                                                      *;                  -1;                   800;
169;Misc Trader // ID=1; Tendas;PartyTent;                                                              *;                  -1;                   800;
170;Misc Trader // ID=1; Tendas;PartyTent_Blue;                                                         *;                  -1;                   800;
171;Misc Trader // ID=1; Tendas;PartyTent_Brown;                                                        *;                  -1;                   800;
172;Misc Trader // ID=1; Tendas;PartyTent_Lunapark;                                                     *;                  -1;                   800;
175;Weapon Trader // ID=2;Melee;BrassKnuckles_Shiny;                                                   W;                   -1;                  50;
176;Weapon Trader // ID=2;Melee;StunBaton;                                                             W;                   -1;                  50;
177;Weapon Trader // ID=2;Melee;Pipe;                                                                  W;                   -1;                  50;
178;Weapon Trader // ID=2;Melee;CattleProd;                                                            W;                   -1;                  50;
179;Weapon Trader // ID=2;Melee;BaseballBat;                                                           W;                   -1;                  50;
180;Weapon Trader // ID=2;Melee;NailedBaseballBat;                                                     W;                   -1;                  50;
182;Weapon Trader // ID=2;Pistolas;Flaregun;                                                              W;                   -1;                  100;
183;Weapon Trader // ID=2;Pistolas;MakarovIJ70;                                                           W;                   -1;                  100;
184;Weapon Trader // ID=2;Pistolas;CZ75;                                                                  W;                   -1;                  100;
185;Weapon Trader // ID=2;Pistolas;FNX45;                                                                 W;                   -1;                  100;
186;Weapon Trader // ID=2;Pistolas;Glock19;                                                               W;                   -1;                  150;
187;Weapon Trader // ID=2;Pistolas;MKII;                                                                  W;                   -1;                  100;
188;Weapon Trader // ID=2;Pistolas;Colt1911;                                                              W;                   -1;                  100;
189;Weapon Trader // ID=2;Pistolas;Engraved1911;                                                          W;                   -1;                  100;
190;Weapon Trader // ID=2;Pistolas;Magnum;                                                                W;                   -1;                  100;
191;Weapon Trader // ID=2;Pistolas;Deagle_Gold;                                                           W;                   -1;                  300;
193;Weapon Trader // ID=2;Rifles;Izh18;                                                                 W;                   -1;                  150;
194;Weapon Trader // ID=2;Rifles;Mosin9130;                                                             W;                   -1;                  200;
195;Weapon Trader // ID=2;Rifles;CZ527;                                                                 W;                   -1;                  200;
196;Weapon Trader // ID=2;Rifles;Winchester70;                                                          W;                   -1;                  200;
197;Weapon Trader // ID=2;Rifles;SKS;                                                                   W;                   -1;                  300;
198;Weapon Trader // ID=2;Rifles;ruger1022;                                                             W;                   -1;                  200;
199;Weapon Trader // ID=2;Rifles;Repeater;                                                              W;                   -1;                  200;
200;Weapon Trader // ID=2;Rifles;Scout_Chernarus;                                                       W;                   -1;                  200;
202;Weapon Trader // ID=2;Shotguns;Mp133Shotgun;                                                          W;                   -1;                  250;
203;Weapon Trader // ID=2;Shotguns;Izh43Shotgun;                                                          W;                   -1;                  250;
204;Weapon Trader // ID=2;Shotguns;Izh18Shotgun;                                                          W;                   -1;                  250;
205;Weapon Trader // ID=2;Shotguns;Saiga;                                                                 W;                   -1;                  300;
206;Weapon Trader // ID=2;Shotguns;ProxyOptic_PSO1;	   W;		-1;	     200;
208;Weapon Trader // ID=2;Submachine Guns;CZ61;                                                                  W;                   -1;                  200;
209;Weapon Trader // ID=2;Submachine Guns;UMP45;                                                                 W;                   -1;                  200;
210;Weapon Trader // ID=2;Submachine Guns;MP5K;                                                                  W;                   -1;                  200;
211;Weapon Trader // ID=2;Submachine Guns;AKS74U;                                                                W;                   -1;                  300;
213;Weapon Trader // ID=2;Assault Rifles;FAL;                                                                   W;                   -1;                  500;
214;Weapon Trader // ID=2;Assault Rifles;AKM;                                                                   W;                   -1;                  500;
215;Weapon Trader // ID=2;Assault Rifles;AK101;                                                                 W;                   -1;                  500;
216;Weapon Trader // ID=2;Assault Rifles;AK74;                                                                  W;                   -1;                  500;
217;Weapon Trader // ID=2;Assault Rifles;M4A1;                                                                  W;                   -1;                  500;
218;Weapon Trader // ID=2;Assault Rifles;M16A2;                                                                 W;                   -1;                  500;
219;Weapon Trader // ID=2;Assault Rifles;Aug;	                                                               W;                   -1;                  500;
220;Weapon Trader // ID=2;Assault Rifles;AugShort;	                                                           W;                   -1;                  500;
222;Weapon Trader // ID=2;Sniper Rifles;VSS;                                                                   W;                   -1;                  300;
223;Weapon Trader // ID=2;Sniper Rifles;B95;                                                                   W;                   -1;                  200;
224;Weapon Trader // ID=2;Sniper Rifles;SVD;                                                                   W;                   -1;                  500;
225;Weapon Trader // ID=2;Sniper Rifles;ASVAL;                                                                 W;                   -1;                  500;
227;Weapon Trader // ID=2;Grenades;RGD5Grenade;                                                           *;                   -1;                  50;
228;Weapon Trader // ID=2;Grenades;M67Grenade;                                                            *;                   -1;                  50;
229;Weapon Trader // ID=2;Grenades;M18SmokeGrenade_Red;                                                   *;                   -1;                  50;
230;Weapon Trader // ID=2;Grenades;M18SmokeGrenade_Green;                                                 *;                   -1;                  50;
231;Weapon Trader // ID=2;Grenades;M18SmokeGrenade_Yellow;                                                *;                   -1;                  50;
232;Weapon Trader // ID=2;Grenades;M18SmokeGrenade_Purple;                                                *;                   -1;                  50;
233;Weapon Trader // ID=2;Grenades;M18SmokeGrenade_White;                                                 *;                   -1;                  50;
234;Weapon Trader // ID=2;Grenades;RDG2SmokeGrenade_Black;                                                *;                   -1;                  50;
235;Weapon Trader // ID=2;Grenades;RDG2SmokeGrenade_White;                                                *;                   -1;                  50;
236;Weapon Trader // ID=2;Grenades;FlashGrenade;                                                          *;                   -1;                  50;
238;Weapon Trader // ID=2; itens Novos;Scout;		W ; -1	;	200;
239;Weapon Trader // ID=2; itens Novos;ACOGOptic_6x;W ; 300	;	200;
240;Weapon Trader // ID=2; itens Novos;FAMAS;		W ; -1	;	200;
241;Weapon Trader // ID=2; itens Novos;SSG82;		W ; -1	;	200;
242;Weapon Trader // ID=2; itens Novos;P1;W ; 300	;	200;
243;Weapon Trader // ID=2; itens Novos;LongHorn;	W ; -1	;	200;
244;Weapon Trader // ID=2; itens Novos;SawedoffIzh43Shotgun;	W ; -1	;	200;
245;Weapon Trader // ID=2; itens Novos;SawedoffIzh18Shotgun;	W ; -1	;	200;
246;Weapon Trader // ID=2; itens Novos;ReflexOptic;W ; -1	;	200;
247;Weapon Trader // ID=2; itens Novos;SawedoffFAMAS;W ; -1	;	200;
248;Weapon Trader // ID=2; itens Novos;CZ550;		W;	-1; 	200;
251;Weapon Supplies // ID=3;Ammunition;Ammo_357;                                                              20;                  20;                  2;
252;Weapon Supplies // ID=3;Ammunition;Ammo_380;                                                              20;                  20;                  2;
253;Weapon Supplies // ID=3;Ammunition;Ammo_9x19;                                                             20;                  40;                  4;
254;Weapon Supplies // ID=3;Ammunition;Ammo_22;                                                               20;                  20;                  2;
255;Weapon Supplies // ID=3;Ammunition;Ammo_45ACP;                                                            20;                  30;                  3;
256;Weapon Supplies // ID=3;Ammunition;Ammo_12gaPellets;                                                      20;                  40;                  4;
257;Weapon Supplies // ID=3;Ammunition;Ammo_12gaSlug;                                                         20;                  40;                  4;
258;Weapon Supplies // ID=3;Ammunition;Ammo_9x39;                                                             20;                  40;                  4;
259;Weapon Supplies // ID=3;Ammunition;Ammo_9x39AP;                                                           20;                  40;                  4;
260;Weapon Supplies // ID=3;Ammunition;Ammo_308Win;                                                           20;                  70;                  7;
261;Weapon Supplies // ID=3;Ammunition;Ammo_545x39;                                                           20;                  50;                  5;
262;Weapon Supplies // ID=3;Ammunition;Ammo_556x45;                                                           20;                  50;                  5;
263;Weapon Supplies // ID=3;Ammunition;Ammo_762x39;                                                           20;                  60;                  6;
264;Weapon Supplies // ID=3;Ammunition;Ammo_762x54;                                                           20;                  60;                  6;
265;Weapon Supplies // ID=3;Ammunition;Ammo_556x45Tracer;                                                     20;                  50;                  5;
266;Weapon Supplies // ID=3;Ammunition;Ammo_545x39Tracer;                                                     20;                  50;                  5;
267;Weapon Supplies // ID=3;Ammunition;Ammo_308WinTracer;                                                     20;                  70;                  7;
268;Weapon Supplies // ID=3;Ammunition;Ammo_762x39Tracer;                                                     20;                  60;                  6;
269;Weapon Supplies // ID=3;Ammunition;Ammo_Flare;                                                            20;                  10;                  1;
270;Weapon Supplies // ID=3;Ammunition;Ammo_FlareBlue;                                                        20;                  10;                  1;
271;Weapon Supplies // ID=3;Ammunition;Ammo_FlareGreen;                                                       20;                  10;                  1;
272;Weapon Supplies // ID=3;Ammunition;Ammo_FlareRed;                                                         20;                  10;                  1;
273;Weapon Supplies // ID=3;Ammunition;Ammo_762x54Tracer;                                                     20;                  60;                  6;
274;Weapon Supplies // ID=3;Ammunition;AmmoBox_380_35rnd;                                                     *;                   30;                  3;
275;Weapon Supplies // ID=3;Ammunition;AmmoBox_9x19_25rnd;                                                    *;                   42;                  4;
276;Weapon Supplies // ID=3;Ammunition;AmmoBox_45ACP_25rnd;                                                   *;                   32;                  3;
277;Weapon Supplies // ID=3;Ammunition;AmmoBox_22_50Rnd;                                                      *;                   42;                  4;
278;Weapon Supplies // ID=3;Ammunition;AmmoBox_00buck_10rnd;                                                  *;                   20;                  2;
279;Weapon Supplies // ID=3;Ammunition;AmmoBox_12gaSlug_10Rnd;                                                *;                   20;                  2;
280;Weapon Supplies // ID=3;Ammunition;AmmoBox_9x39_20Rnd;                                                    *;                   40;                  4;
281;Weapon Supplies // ID=3;Ammunition;AmmoBox_9x39AP_20Rnd;                                                  *;                   40;                  4;
282;Weapon Supplies // ID=3;Ammunition;AmmoBox_308Win_20Rnd;                                                  *;                   70;                  7;
283;Weapon Supplies // ID=3;Ammunition;AmmoBox_545x39_20Rnd;                                                  *;                   50;                  5;
284;Weapon Supplies // ID=3;Ammunition;AmmoBox_556x45_20Rnd;                                                  *;                   50;                  5;
285;Weapon Supplies // ID=3;Ammunition;AmmoBox_762x39_20Rnd;                                                  *;                   60;                  6;
286;Weapon Supplies // ID=3;Ammunition;AmmoBox_762x54_20Rnd;                                                  *;                   60;                  6;
287;Weapon Supplies // ID=3;Ammunition;AmmoBox_308WinTracer_20Rnd;                                            *;                   70;                  7;
288;Weapon Supplies // ID=3;Ammunition;AmmoBox_545x39Tracer_20Rnd;                                            *;                   50;                  5;
289;Weapon Supplies // ID=3;Ammunition;AmmoBox_556x45Tracer_20Rnd;                                            *;                   50;                  5;
290;Weapon Supplies // ID=3;Ammunition;AmmoBox_762x39Tracer_20Rnd;                                            *;                   60;                  6;
291;Weapon Supplies // ID=3;Ammunition;AmmoBox_762x54Tracer_20Rnd;                                            *;                   60;                  6;
293;Weapon Supplies // ID=3;Magazines;Mag_IJ70_8Rnd;                                                         *;                   50;                  5;
294;Weapon Supplies // ID=3;Magazines;Mag_CZ75_15Rnd;                                                        *;                   50;                  5;
295;Weapon Supplies // ID=3;Magazines;Mag_Glock_15Rnd;                                                       *;                   50;                  5;
296;Weapon Supplies // ID=3;Magazines;Mag_MKII_10Rnd;                                                        *;                   50;                  5;
297;Weapon Supplies // ID=3;Magazines;Mag_1911_7Rnd;                                                         *;                   50;                  5;
298;Weapon Supplies // ID=3;Magazines;Mag_FNX45_15Rnd;                                                       *;                   50;                  5;
299;Weapon Supplies // ID=3;Magazines;Mag_CZ527_5rnd;                                                        *;                   50;                  5;
300;Weapon Supplies // ID=3;Magazines;Mag_CZ61_20Rnd;                                                        *;                   50;                  5;
301;Weapon Supplies // ID=3;Magazines;Mag_UMP_25Rnd;                                                         *;                   70;                  7;
302;Weapon Supplies // ID=3;Magazines;Mag_MP5_30Rnd;                                                         *;                   70;                  7;
303;Weapon Supplies // ID=3;Magazines;Mag_FAL_20Rnd;                                                         *;                   80;                  8;
304;Weapon Supplies // ID=3;Magazines;Mag_Saiga_5Rnd;                                                        *;                   60;                  6;
305;Weapon Supplies // ID=3;Magazines;Mag_Saiga_8Rnd;                                                        *;                   70;                  7;
306;Weapon Supplies // ID=3;Magazines;Mag_Saiga_Drum20Rnd;                                                   *;                   80;                  8;
307;Weapon Supplies // ID=3;Magazines;Mag_AKM_30Rnd;                                                         *;                   50;                  5;
308;Weapon Supplies // ID=3;Magazines;Mag_AKM_Palm30Rnd;                                                     *;                   50;                  5;
309;Weapon Supplies // ID=3;Magazines;Mag_AKM_Drum75Rnd;                                                     *;                   100;                 10;
310;Weapon Supplies // ID=3;Magazines;Mag_AK101_30Rnd;                                                       *;                   50;                  5;
311;Weapon Supplies // ID=3;Magazines;Mag_AK74_30Rnd;                                                        *;                   50;                  5;
312;Weapon Supplies // ID=3;Magazines;Mag_STANAG_30Rnd;                                                      *;                   50;                  5;
313;Weapon Supplies // ID=3;Magazines;Mag_STANAGCoupled_30Rnd;                                               *;                   100;                 10;
314;Weapon Supplies // ID=3;Magazines;Mag_CMAG_10Rnd;                                                        *;                   15;                  2;
315;Weapon Supplies // ID=3;Magazines;Mag_CMAG_20Rnd;                                                        *;                   25;                  2;
316;Weapon Supplies // ID=3;Magazines;Mag_CMAG_30Rnd;                                                        *;                   50;                  5;
317;Weapon Supplies // ID=3;Magazines;Mag_CMAG_40Rnd;                                                        *;                   55;                  6;
318;Weapon Supplies // ID=3;Magazines;Mag_VSS_10Rnd;                                                         *;                   40;                  4;
319;Weapon Supplies // ID=3;Magazines;Mag_SVD_10Rnd;                                                         *;                   80;                  8;
320;Weapon Supplies // ID=3;Magazines;Mag_308WinSnaploader_2Rnd;                                             *;                   50;                  5;
321;Weapon Supplies // ID=3;Magazines;MAG_Ruger1022_15Rnd;                                                   *;                   50;                  5;
322;Weapon Supplies // ID=3;Magazines;Mag_Aug_30Rnd;                                                *;                   50;                  5;
324;Weapon Supplies // ID=3;Handguards;MP5_PlasticHndgrd;                                                     *;                   30;                  3;
325;Weapon Supplies // ID=3;Handguards;MP5_RailHndgrd;                                                        *;                   30;                  3;
326;Weapon Supplies // ID=3;Handguards;AK74_Hndgrd;                                                           *;                   50;                  5;
327;Weapon Supplies // ID=3;Handguards;AK_WoodHndgrd;                                                         *;                   50;                  5;
328;Weapon Supplies // ID=3;Handguards;AK_RailHndgrd;                                                         *;                   50;                  5;
329;Weapon Supplies // ID=3;Handguards;AK_PlasticHndgrd;                                                      *;                   50;                  5;
